match_id,radiant_win,first_blood_time,dire_score,radiant_score,barracks_status_dire,barracks_status_radiant,tower_status_dire,tower_status_radiant,throw,comeback,loss,win
3853738369,False,146,28,7,63,15,2038,1590,,0,,
3853781987,True,7,14,42,61,63,2016,1855,0,,14276,
3854315649,False,0,40,28,63,3,1956,4,,2685,,
3854408440,True,4,14,32,48,63,1920,1831,3208,,14162,
3854498593,False,348,30,18,63,3,2038,6,,1234,,
3854613702,True,153,23,23,3,63,4,1844,4538,,15808,
3854704857,True,163,17,22,31,63,1572,1974,2809,,8334,
3854810418,True,173,19,26,48,63,448,1974,1960,,11130,
3854928326,True,168,9,24,63,63,1540,1974,165,,14123,
3855045406,False,247,27,24,62,14,1840,1024,,3313,,
3855126038,False,89,23,9,63,11,2046,1542,,0,,
3855201180,True,252,29,44,58,63,1920,1574,0,,14192,
3855211981,True,10,33,41,0,51,1536,1798,1804,,9989,
3855322538,False,44,30,30,63,0,1796,1536,,5514,,
3856109320,True,106,23,46,48,63,1536,1958,1611,,11954,
3856210369,True,73,28,30,0,63,1024,1796,8920,,20534,
3856317902,True,134,33,46,56,63,1792,1828,939,,23877,
3856371600,False,82,30,14,63,0,1844,1536,,0,,
3856441285,True,0,24,30,48,63,1792,1854,0,,8209,
3856476310,True,214,29,42,50,63,384,1574,610,,23697,
3856540185,False,187,36,19,63,48,1982,1792,,331,,
3856618664,True,25,21,36,0,63,0,1844,0,,34812,
3856657225,True,103,21,37,48,63,1536,1982,0,,19370,
3856784059,True,49,14,28,50,63,384,1975,3724,,5756,
3856785633,False,154,23,5,63,12,2047,1568,,105,,
3856880792,True,166,10,24,63,63,1830,1983,40,,12029,
3856978772,True,101,29,30,0,63,0,1975,1899,,14738,
3857133774,True,100,18,26,0,63,1536,1974,1169,,13720,
3857223519,False,0,41,34,59,19,1796,516,,15636,,
3857361495,False,160,36,17,63,0,2036,1536,,39,,
3857948369,False,250,40,13,63,3,1972,1536,,584,,
3858047503,False,28,25,7,63,40,2046,1536,,0,,
3858123895,True,255,20,20,3,63,1536,1846,3763,,9588,
3858133933,True,0,7,28,48,63,1920,1983,214,,17399,
3858218113,False,132,16,8,63,3,2038,1536,,224,,
3858222095,True,284,35,24,49,63,256,1798,8014,,6778,
3858316713,False,262,26,23,63,48,1824,1792,,2408,,
3858341244,True,227,13,38,0,63,1024,1975,0,,21385,
3858438387,True,112,12,38,51,63,1796,1974,0,,16618,
3858449839,True,104,23,48,0,63,1536,1975,62,,22883,
3858543045,True,70,21,32,48,63,1536,1974,269,,16091,
3858598169,False,135,29,22,63,0,1974,1536,,137,,
3858746706,False,6,43,36,48,63,1792,262,,3632,,
3858902133,True,62,9,46,51,63,1796,1983,624,,23646,
3859017359,False,116,32,21,63,0,1956,1536,,2388,,
3859112825,False,219,40,29,54,3,1792,1540,,5280,,
3859208891,True,196,11,21,59,63,1796,1982,2864,,8053,
3859911502,True,196,19,33,40,63,1536,1958,6068,,5054,
3860041559,True,48,12,24,0,63,1536,1983,0,,17788,
3860181472,True,141,23,34,15,63,1540,1846,459,,4084,
3860228898,True,7,24,34,32,63,1536,1846,9817,,4745,
3860298305,True,30,25,42,0,63,1536,1854,611,,24393,
3860355983,False,463,31,6,63,3,1972,6,,106,,
3860434033,True,219,13,22,48,63,1792,1974,2820,,18526,
3860516530,True,264,7,35,51,63,1924,1983,0,,16323,
3860563545,True,60,8,25,50,63,1792,1974,1996,,15822,
3860626926,False,286,32,14,63,50,1844,1536,,1426,,
3860676988,False,329,36,42,62,0,1824,0,,0,,
3860917809,False,0,37,27,63,3,1974,4,,1756,,
3861026687,True,90,26,45,51,63,900,1983,57,,24527,
3861782528,False,5,30,16,63,2,2046,1536,,0,,
3861849410,True,0,39,42,55,15,1280,1540,7255,,2961,
3861958084,True,116,42,49,0,59,1536,1926,1300,,8471,
3862035677,True,444,9,23,51,63,1924,1974,607,,25695,
3862104329,False,148,49,32,63,48,1852,256,,1233,,
3862135578,True,155,26,35,3,63,4,1824,6777,,16397,
3862218492,True,50,6,38,15,63,1542,2047,275,,15617,
3862262314,False,0,41,19,63,48,1956,1536,,165,,
3862347259,False,0,20,21,60,3,1824,6,,2254,,
3862410871,True,283,21,55,48,63,256,1975,0,,20832,
3862476678,True,83,8,26,63,63,1572,1983,100,,13730,
3862555760,False,111,42,25,63,3,1846,1540,,0,,
3862603578,True,53,9,23,63,63,1588,1983,839,,7642,
3862694365,False,0,27,23,63,0,1844,0,,2219,,
3865436538,True,94,18,34,58,63,1536,1974,1,,16087,
3865542373,False,379,35,15,63,0,1974,0,,1640,,
3865715133,True,7,36,46,0,63,0,1974,1211,,16515,
3865875641,False,46,33,18,63,0,2022,1536,,480,,
3866060233,False,16,47,37,63,3,1572,6,,4411,,
3866190562,False,196,30,8,47,63,1540,774,,748,,
3866278803,False,23,25,15,63,15,2038,566,,24,,
3867448152,False,28,54,31,51,0,896,0,,8408,,
3867646351,False,78,25,26,63,51,1828,262,,11023,,
3867862633,True,69,19,38,7,63,1540,1974,539,,17318,
3868032433,False,18,57,43,55,63,1796,1568,,10040,,
3868240894,False,10,37,39,63,0,1972,0,,1731,,
3868388262,True,271,25,49,50,63,256,1792,152,,12756,
3869862804,False,140,58,29,63,63,2036,1828,,161,,
3870010503,False,5,50,46,63,48,1796,384,,7679,,
3870156798,True,117,27,34,3,63,4,1974,4176,,3459,
3870453145,True,88,39,42,59,51,260,1924,4444,,7992,
3870602242,True,0,37,37,0,63,1536,1844,2994,,4370,
3870720136,False,60,33,33,35,51,1540,260,,6960,,
3870838763,True,0,29,42,51,63,1792,1974,1322,,20824,
3875927432,True,0,12,41,48,63,1792,1983,164,,20370,
3875992958,True,175,21,34,51,63,1924,2039,1127,,18096,
3875993264,False,269,28,9,63,0,2046,1536,,198,,
3876072976,True,270,19,34,50,63,1536,1854,358,,22235,
3876073925,True,0,43,48,52,15,256,516,8733,,1571,
3876175039,False,428,33,6,63,48,1972,1792,,368,,
3876216637,True,64,25,19,63,62,4,1568,9061,,7999,
3876303199,True,113,13,28,15,63,1572,1983,116,,14056,
3876357054,True,178,16,25,0,63,1536,1975,1379,,15474,
3876379841,True,116,6,25,60,63,1952,2039,0,,16598,
3876473522,True,101,23,32,48,63,1792,2047,0,,20814,
3876477098,True,104,13,30,48,63,1536,1846,705,,12726,
3876625338,False,0,38,33,56,63,1792,260,,638,,
3876700964,True,196,21,42,0,63,0,1846,37,,25676,
3876799364,True,49,12,20,3,63,1540,1982,0,,16523,
3878216001,True,5,13,29,0,63,1536,2047,253,,23327,
3878219320,True,393,11,31,59,63,384,1572,788,,6462,
3878292868,False,115,28,30,63,0,1974,0,,1057,,
3878299774,True,23,22,38,0,63,1536,1974,1520,,15559,
3878400949,True,150,43,36,7,63,4,1830,6200,,13426,
3878402373,True,197,22,27,3,63,1540,1799,0,,14181,
3878503547,False,0,51,29,55,0,1796,0,,3166,,
3878505320,True,214,47,42,63,63,516,1796,4104,,6808,
3878628302,False,140,50,37,3,55,1536,260,,26521,,
3878630905,True,371,13,13,32,63,1536,1983,319,,15990,
3878728704,True,0,14,33,51,63,1796,1983,-328,,23741,
3878823750,True,223,19,29,51,63,964,1830,4987,,8903,
3880844514,False,158,35,17,63,3,1846,1536,,1286,,
3880950513,True,82,19,32,60,63,1824,1846,0,,16331,
3881057421,True,7,25,56,0,63,0,1830,2146,,21618,
3881230848,True,134,14,36,15,63,1568,1974,290,,25442,
3881375246,False,0,35,26,63,0,1590,0,,139,,
3881561712,False,387,18,7,63,0,2046,1536,,34,,
3883220784,True,32,31,42,3,63,1536,1574,2035,,13182,
3883347356,True,3,15,37,32,63,1536,1847,1401,,12107,
3883462744,False,95,47,14,63,0,1982,0,,260,,
3883657400,True,0,11,23,51,63,1542,1982,227,,12654,
3883770492,True,465,12,28,0,63,1536,1855,1538,,18560,
3884052012,True,123,25,32,0,63,1536,1855,3870,,20998,
3884218559,True,160,14,24,48,15,384,1590,1606,,12677,
3888578614,True,76,25,30,0,63,1024,1974,153,,27271,
3888582250,False,142,45,26,63,51,1844,260,,883,,
3888583323,False,83,21,10,63,51,1982,1796,,766,,
3888633383,True,175,14,34,0,63,1536,1974,622,,17524,
3888646761,False,50,20,3,63,60,1982,1824,,129,,
3888666303,False,0,39,22,15,63,1572,391,,2626,,
3888710999,False,18,30,11,63,59,2038,1798,,-71,,
3888711624,False,0,26,26,63,15,1972,1540,,3550,,
3888767050,False,199,35,14,61,51,1952,1796,,1314,,
3888781364,True,11,18,31,59,63,1796,2047,0,,19544,
3888816314,False,4,37,18,63,3,1968,1540,,651,,
3888855626,False,55,47,40,63,0,1828,0,,14209,,
3888874291,False,4,37,25,63,0,1972,0,,1542,,
3888897233,False,8,32,10,63,0,1852,1536,,0,,
3888974246,True,153,20,28,2,63,1536,1982,640,,14021,
3888981415,False,11,36,14,63,48,1824,1792,,964,,
3889008004,False,215,31,26,63,3,1828,1028,,6596,,
3889067271,False,75,33,17,63,3,2032,1540,,1633,,
3889095712,True,172,19,30,13,63,1568,1846,1034,,15527,
3889125363,True,185,49,41,35,32,4,1536,14425,,11578,
3889172765,False,74,41,11,63,59,2038,1540,,308,,
3889219951,True,108,18,40,0,63,1536,1975,488,,17385,
3889299301,True,408,23,32,60,63,1824,1975,218,,13580,
3889323628,False,92,34,19,63,0,2038,0,,583,,
3889358128,True,312,9,25,49,63,1792,1982,0,,15107,
3889421559,False,10,30,9,63,63,2047,1844,,0,,
3889445646,True,0,19,39,60,63,1792,1974,3623,,11501,
3889448283,False,203,37,21,63,3,1798,512,,1003,,
3889571850,False,138,52,17,51,32,1926,512,,,,
3889772161,True,74,17,32,51,63,1796,1974,534,,15504,
3890827984,True,151,46,41,34,63,1536,1792,16552,,375,
3890836890,True,142,10,30,51,63,1924,1846,377,,14910,
3890837233,False,76,32,24,63,0,1968,0,,4358,,
3890889267,False,227,47,16,63,0,1972,1024,,1371,,
3890907673,True,180,41,60,3,15,1540,548,12813,,18717,
3890914266,True,92,24,26,0,63,0,1828,8102,,17400,
3890976184,True,90,16,24,48,63,1536,1982,502,,13170,
3891013861,False,0,25,6,63,3,2036,1542,,560,,
3891024973,True,135,8,30,3,63,1540,1854,437,,24592,
3891064693,True,46,34,50,51,63,388,1798,7459,,1939,
3891085673,True,264,21,34,3,31,1536,1540,22782,,3439,
3891117294,False,238,45,38,51,51,1924,260,,8404,,
3891154355,False,136,40,10,63,51,1975,1796,,0,,
3891198578,True,115,11,23,63,63,1956,1983,0,,12928,
3891216019,True,88,32,50,0,15,0,1590,1748,,22470,
3891255300,False,176,33,10,63,48,1846,1792,,1422,,
3891287696,False,361,34,24,63,0,1792,0,,4501,,
3891341830,False,143,40,17,63,51,1982,1792,,397,,
3891349796,False,48,41,31,63,0,1568,1536,,3755,,
3891386864,True,3,20,43,51,63,260,1590,0,,9904,
3891428412,False,79,34,33,63,51,1830,260,,2281,,
3891483725,False,103,22,11,63,51,2038,1798,,113,,
3891494975,False,0,47,27,63,0,1974,0,,337,,
3891541020,False,0,36,26,63,16,1588,1536,,745,,
3891589237,False,123,39,22,63,48,1974,1536,,363,,
3891640110,False,0,28,9,63,3,1974,6,,600,,
3891663985,True,84,7,26,3,63,1536,1983,293,,15533,
3891750360,True,184,20,47,0,63,1536,1844,328,,7373,
3891767458,True,165,16,26,48,63,1792,1847,2930,,15502,
3891925312,False,112,29,15,63,0,2038,1536,,1573,,
3893059114,True,217,8,30,48,63,1792,1846,589,,13132,
3893117690,False,101,38,14,63,43,1972,1540,,1706,,
3893222060,True,193,4,26,51,63,1792,2047,242,,24904,
3893314987,True,224,24,34,0,63,0,1846,3022,,15735,
3893448698,False,0,25,11,63,63,2038,1831,,1629,,
3893538521,True,249,13,32,60,63,1792,1975,545,,24125,
3893641241,True,71,30,29,63,31,390,1542,4466,,5227,
3893763347,False,25,31,19,63,15,2038,1572,,3717,,
3893895473,True,213,22,26,48,63,1792,1974,3469,,22215,
3894049655,False,188,24,14,63,48,1972,1792,,986,,
3897647670,True,137,34,34,0,0,0,0,13256,,4093,
3897828395,True,235,31,38,0,63,0,1830,834,,14366,
3898052688,False,312,33,19,47,0,1590,1536,,579,,
3898179475,True,114,22,26,0,63,0,1847,4962,,13141,
3898369901,True,199,6,31,3,63,512,1974,70,,32078,
3898537635,True,155,51,50,51,51,1792,1542,8821,,16479,
3898771485,True,183,14,34,48,63,1792,1844,1502,,10769,
3899640601,False,268,28,20,63,60,1844,304,,1489,,
3899726029,False,348,29,10,63,0,1920,1536,,4431,,
3899867571,False,105,29,17,63,0,1972,1536,,625,,
3899984103,True,214,18,26,59,63,1796,1974,0,,18162,
3900169897,True,116,10,31,63,63,1828,1983,36,,21454,
3900280991,False,276,31,39,63,15,1796,4,,8517,,
3900489066,True,198,13,30,3,63,1540,1980,1559,,27333,
3900655955,False,194,32,18,63,48,2044,1792,,361,,
3902374443,True,247,22,33,51,63,256,1972,1469,,6968,
3902498542,False,241,31,12,63,15,2036,54,,391,,
3902849890,False,346,32,15,63,15,1956,1542,,265,,
3902979731,True,52,23,59,32,63,1536,1846,501,,18959,
3903099199,False,0,40,32,63,63,1828,260,,7908,,
3908954812,False,103,28,12,63,3,1590,1542,,2061,,
3908965592,True,80,20,22,15,63,48,260,2099,,9245,
3909047737,False,53,46,22,63,51,2044,1540,,0,,
3909090113,False,0,38,30,63,3,1828,4,,5980,,
3909169351,True,140,27,30,2,63,1536,1974,1562,,24018,
3909251237,False,8,31,13,63,55,2036,260,,813,,
3909327479,True,243,17,38,58,63,1920,1847,341,,25659,
3909391492,True,150,8,29,59,63,1798,2047,0,,23320,
3909460746,False,0,42,29,63,0,1956,0,,2971,,
3909514591,True,155,18,36,3,63,6,1596,0,,16869,
3909634072,True,95,19,46,3,63,1540,2047,0,,23520,
3909654281,True,0,12,38,16,63,1536,1846,1838,,23764,
3909733428,False,6,29,31,63,0,2038,0,,333,,
3909760210,False,10,28,16,63,0,2036,1536,,-100,,
3909837272,True,106,11,30,63,63,1796,1975,-100,,23388,
3909857306,True,17,22,37,51,63,256,1831,0,,10772,
3909907640,True,76,39,44,49,0,256,0,14219,,7834,
3909951436,True,167,35,38,3,63,4,1846,1222,,10333,
3910005819,True,47,30,46,0,63,512,1972,0,,24113,
3910028416,True,170,27,38,0,63,0,1844,4936,,23477,
3910845070,True,273,13,36,63,63,1572,1844,745,,11594,
3910845348,True,106,3,30,0,63,1536,1982,0,,20986,
3910932361,False,271,33,7,63,15,2046,1572,,0,,
3910953977,False,137,25,5,63,3,2046,1542,,0,,
3911032684,True,148,17,33,48,63,384,1855,523,,13408,
3911051288,True,94,11,36,48,63,1984,1982,0,,19554,
3911193264,True,85,10,34,11,63,1540,1855,436,,16838,
3911317677,True,77,32,45,51,63,772,1844,3155,,6087,
3911466745,False,8,35,23,63,35,1974,1542,,2444,,
3911582365,True,0,24,37,11,63,4,1830,3417,,14384,
3911695865,False,6,33,18,63,31,1982,548,,0,,
3913069866,False,281,24,13,63,11,1972,1542,,860,,
3913231529,True,87,21,36,51,63,772,1982,102,,19531,
3913433059,True,0,16,33,48,63,256,1847,-425,,21608,
3913576985,False,2,32,11,63,3,1588,1542,,3648,,
3913692326,True,152,14,27,12,63,1568,1846,1619,,21809,
3915145827,True,79,17,34,59,63,1798,1974,0,,5099,
3915279179,True,79,19,47,48,63,1536,1846,75,,19951,
3915514948,False,33,22,10,63,48,2046,1536,,441,,
3915648691,False,90,25,1,63,51,2038,1924,,461,,
3915763230,False,314,29,23,63,0,1972,0,,121,,
3917076539,True,86,13,23,48,63,1920,1590,4601,,10193,
3917196768,False,43,30,12,63,15,1846,1542,,0,,
3917323099,True,54,35,29,61,63,288,1830,8221,,8449,
3917561625,True,120,7,33,15,63,1540,1844,291,,19212,
3917700931,True,143,46,44,3,63,4,1844,8430,,5148,
3917861323,True,8,6,26,63,63,1982,2039,0,,11390,
3927969458,True,0,10,35,51,63,1926,1982,398,,14800,
3927969700,False,140,48,11,63,3,2044,6,,348,,
3927970381,True,224,20,37,51,63,1924,1975,4297,,5504,
3927970658,True,163,13,22,48,63,1920,1844,368,,15194,
3928022579,False,137,40,31,63,51,1824,260,,7773,,
3928032584,True,146,14,23,63,63,1830,1983,0,,8322,
3928033510,False,204,31,32,51,55,1796,260,,5891,,
3928034802,False,57,49,22,63,0,1796,1536,,854,,
3928080962,True,12,37,38,51,51,1792,1798,6352,,8732,
3928102591,True,133,14,43,3,63,1540,1982,0,,28213,
3928136472,False,24,45,39,55,3,1796,0,,10908,,
3928234992,True,100,21,25,48,63,1536,1855,0,,22630,
3928278244,True,114,13,20,48,63,1792,1983,266,,9834,
3928337789,True,51,29,44,0,63,1536,1983,329,,27195,
3928389527,True,0,20,39,0,63,1024,1854,190,,24096,
3928462587,False,106,59,33,12,19,0,4,,5752,,
3928509645,False,65,42,31,63,0,1920,0,,548,,
3928620364,True,53,35,39,49,63,256,1828,1299,,14616,
3928688563,True,374,25,32,0,63,1536,1844,3802,,9188,
3928801490,False,112,32,12,63,3,1974,1542,,592,,
3928837410,True,127,33,45,15,51,516,1796,7271,,32451,
3928936023,False,405,34,11,63,12,2038,1536,,291,,
3929018213,True,257,31,35,0,63,1024,1974,1182,,14562,
3930016447,False,315,31,5,63,3,2038,1542,,0,,
3930017604,False,70,44,14,63,3,1972,4,,2394,,
3930018175,False,293,24,3,63,63,2038,1828,,328,,
3930055489,False,144,44,18,63,48,2046,1536,,403,,
3930082757,False,204,31,10,63,0,1584,0,,0,,
3930084254,True,147,22,29,0,63,1536,1926,721,,6462,
3930123077,False,145,44,21,63,2,1974,1536,,787,,
3930125995,False,222,32,25,63,0,1846,1536,,808,,
3930149324,True,200,9,29,3,63,4,1974,0,,8261,
3930153082,True,122,34,32,55,63,1796,1952,9100,,5838,
3930216789,False,0,30,24,51,3,1798,1540,,4814,,
3930266193,True,152,30,37,59,63,1924,1844,5274,,10050,
3930343388,False,86,41,49,63,0,1828,0,,14574,,
3930369369,False,189,41,20,63,15,1974,38,,2003,,
3930496811,True,146,24,45,3,63,1540,1844,0,,13964,
3930501529,False,99,31,16,63,0,1974,1536,,798,,
3930614997,True,118,15,41,2,63,1536,1844,41,,17693,
3930642875,False,5,26,17,63,48,1956,256,,1111,,
3930746428,True,79,44,33,51,63,1792,1828,8427,,4628,
3930752760,True,122,9,28,48,63,256,2047,0,,20165,
3930871882,True,84,14,35,2,63,1536,1983,0,,29936,
3930896312,True,19,12,26,60,63,1920,1975,0,,15357,
3930995463,True,0,30,41,48,63,384,1830,337,,11295,
3931151617,True,193,10,38,18,63,1536,1854,163,,26798,
3932111656,False,8,40,21,63,51,2046,256,,0,,
3932161077,True,198,6,24,8,63,1536,2047,100,,14090,
3932214146,True,141,18,39,0,63,0,1830,1049,,20372,
3932294528,True,50,26,32,0,63,1536,1958,194,,21692,
3932378219,True,131,16,25,60,63,1792,1847,2309,,12185,
3932468492,True,94,23,22,31,63,1572,1844,7208,,3513,
3932554750,False,53,39,21,63,3,2036,6,,0,,
3932641464,True,61,36,45,51,55,256,260,3929,,10941,
3932802156,False,139,42,32,60,0,1840,1536,,4750,,
3932948526,True,233,14,32,60,63,256,1828,1734,,9433,
3933892648,True,185,11,29,63,63,1572,1974,608,,15814,
3933935682,False,106,32,18,63,55,2038,1796,,2625,,
3933995420,False,378,33,10,63,47,2039,1572,,368,,
3934056852,False,9,38,9,63,15,1974,1572,,729,,
3934135077,False,0,38,6,63,63,2039,1572,,42,,
3934197014,False,70,49,40,63,60,1956,1840,,3904,,
3934299285,True,151,20,37,0,63,1024,1828,8325,,7102,
3934416979,False,8,47,27,63,63,1844,1828,,497,,
3934531879,True,117,30,34,2,63,0,1828,9301,,5412,
3934691232,False,142,35,14,63,0,1844,1536,,474,,
3934811274,True,121,11,35,34,63,1536,1983,0,,25661,
3935657118,False,205,27,27,63,0,1828,0,,1286,,
3935718039,True,164,16,26,48,63,1408,1828,6202,,9273,
3935790916,True,0,12,21,32,63,1536,1846,1166,,16608,
3935855156,False,50,29,14,63,51,1972,1792,,454,,
3935917464,True,76,23,45,51,63,388,1572,5570,,7372,
3936038407,True,78,49,56,48,15,256,1536,19948,,3260,
3936208040,True,70,26,31,51,63,388,1846,6313,,9797,
3936321758,False,0,51,33,63,3,1974,4,,468,,
3936473615,True,137,43,48,63,63,1828,1792,9021,,9053,
3936679099,True,0,25,37,51,63,1540,1828,8726,,16477,
3937435514,True,6,15,29,48,63,1792,1854,1032,,15205,
3937484599,False,98,21,14,63,51,2038,1792,,3335,,
3937537639,False,114,40,28,63,0,1844,1536,,6118,,
3937609487,False,168,30,33,63,63,1796,1798,,5466,,
3937695236,False,8,22,25,63,0,1958,1536,,929,,
3937770762,False,83,26,14,63,0,2046,1536,,514,,
3937843537,True,148,12,37,63,63,1796,1846,127,,25063,
3937936341,False,395,34,26,63,51,1828,1796,,4484,,
3941137339,True,86,19,32,0,59,0,1796,1892,,12383,
3941208711,False,298,37,26,63,51,1924,1796,,3287,,
3941338408,True,753,2,20,51,63,1924,1855,0,,12791,
3941422211,False,155,43,33,63,0,2038,0,,4306,,
3941608894,False,174,35,25,63,12,2038,1536,,502,,
3941740660,True,105,33,58,48,63,256,1830,6903,,32538,
3941931884,True,109,11,41,51,63,1920,1846,53,,17918,
3942119450,False,115,35,15,63,0,1982,1536,,1411,,
3942260942,True,10,27,50,0,63,512,1855,2382,,10860,
3943204781,False,88,35,17,63,60,2038,1792,,91,,
3943262880,False,45,50,42,63,3,1828,4,,8915,,
3943365614,False,109,48,16,63,12,1974,1536,,0,,
3943547236,False,106,34,28,63,3,1854,6,,3264,,
3943673479,False,75,43,21,63,59,1974,1796,,557,,
3943790375,False,177,33,24,63,15,2047,1572,,0,,
3943893584,True,150,5,30,63,63,1926,1983,101,,17306,
3943981461,True,46,20,30,15,63,1572,1983,1308,,11456,
